work_id,cohort,field_id,year,title,abstract_words,flags
W2095469421,base,27,2010,A murine gastritis model to study antibacterial effect of Camellia sinensis (Green Tea) against H.pylori infection,51,"[""abstract_50_79""]"
W2372414868,base,33,2015,Disputes and Future of USA and Russia on INF Treaty,69,"[""abstract_50_79""]"
W3099896206,base,27,2013,Cyclosporine in the Treatment of a Case of Fulminant and RefractoryAcute Disseminated Encephalomyelitis,57,"[""abstract_50_79""]"
W2621308901,base,32,2017,The influence of embodied mental simulation on purchase intention,122,"[""many_non_ascii_letters""]"
W4387959068,base,12,2023,Augustine’s Doctrine of Eternal Punishment As A Response to Annihilationism and Universalism,167,"[""many_non_ascii_letters""]"
W4405815135,base,33,2006,"Luzit, Development Survey",65,"[""abstract_50_79""]"
W2090468308,base,16,2008,"Syntheses of the Stemona Alkaloids (±)-Stenine, (±)-Neostenine, and (±)-13-Epineostenine Using a Stereodivergent Diels–Alder/Azido-Schmidt Reaction",78,"[""abstract_50_79""]"
W1527468277,base,33,2013,"China ICT Studies: A Review of the Field, 1989–2012",73,"[""abstract_50_79""]"
W2361215753,base,22,2003,The Luggage Car Exported to Korea,69,"[""abstract_50_79""]"
W145235165,base,17,2015,Fallacy Identification in a Dialectical Approach to Teaching Critical Thinking,76,"[""abstract_50_79""]"
W2518450714,base,27,2012,Frontiers in heart failure and arrhythmia management,95,"[""many_non_ascii_letters""]"
W1988073773,base,22,2014,Prediction of Heap Shape in Blast Furnace Burden Distribution,59,"[""abstract_50_79""]"
W2267624191,base,11,2012,"Nitrate, Nitrite and Ammonia Contents in the Leaves of Morus alba. Linn.",78,"[""abstract_50_79""]"
W2767866439,base,36,2011,Reinstate PROJECT GROW! Targeting Food Insecurity Among Survivors of Intimate Partner Violence,53,"[""abstract_50_79""]"
W4310459134,base,13,2022,JPEN Journal Club 74. Regression to the mean,2073,"[""abstract_over_2000_words""]"
W2357735338,base,32,2006,Boarding Education and Its Influence to the Children,61,"[""abstract_50_79""]"
W2371201890,base,22,2007,Application and analysis about some arithmetics for image denoising,60,"[""abstract_50_79""]"
W2392179470,base,22,2010,Iterative Learning Control Technology Applied in Resistance Furnace,67,"[""abstract_50_79""]"
W1512172904,base,18,2013,A Model of Academic Social Responsability,52,"[""abstract_50_79""]"
W2388237974,base,17,2005,The Exploration of the Methods of Learning the Electronic Technique for Students Who Major in Electronics in Higher Education of Vocation and Technology,77,"[""abstract_50_79""]"
W2015093539,base,16,2001,Experimental Tests of Parity Violation at Helical Polysilylene Level,79,"[""abstract_50_79""]"
W2532003392,base,22,2016,Fundamental study on multi-baseline SAR tomography by Pi-SAR-L2,65,"[""abstract_50_79""]"
W3197523894,base,32,2016,Mindfulness: Applications in tennis,63,"[""abstract_50_79""]"
W2071303910,base,22,2000,Surface modification of optical materials by ion and ion-chemical treatment,61,"[""abstract_50_79""]"
W2009206392,base,33,2005,The basic income guarantee and social economics,74,"[""abstract_50_79""]"
W848695591,base,22,2010,Road surface measurement : a journey over many years,57,"[""abstract_50_79""]"
W2322218358,base,33,2008,The true value of benefits,61,"[""abstract_50_79""]"
W1259566397,base,33,2013,Žaliojo Kultūros Paveldo Problema,59,"[""abstract_50_79""]"
W2743925567,base,12,2015,Building a caring community of learners through music,66,"[""abstract_50_79""]"
W2373523704,base,25,2004,Technology for Methylamine Production by Methanol Gas Amination,77,"[""abstract_50_79""]"
W3017921719,base,27,2020,Small Rises in Blood Sugar Cause Major Changes in Gene Expression In Pancreatic Beta Cells,62,"[""abstract_50_79""]"
W2531871805,base,33,2016,PARTICULAR ASPECTS OF ENGLISH SUPERSTITIOUS PROCESSIVE SIGNS WITH LEXEMES NOMINATING ITEMS OF CLOTHING,51,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2393474178,base,33,2004,Huang Zhongze's Personality and Style of Poems,79,"[""abstract_50_79""]"
W2013385194,base,12,2006,The negotiation of intelligibility in an aphasic dyad,73,"[""abstract_50_79""]"
W2369070974,base,17,2013,A Consideration about the NCRE Guiding Computer Basis Teaching Reform,65,"[""abstract_50_79""]"
W2360375118,base,22,2009,Application of Recovery Technique of Organic Waste-gas by Adsorption Using Activated Carbon and Rectification in Recycle Economy,72,"[""abstract_50_79""]"
W2333428139,base,14,2010,Making Information Technology a Team Player,2457,"[""abstract_over_2000_words""]"
W2348285825,base,22,2004,Cause Analysis and Control of the Vibration of the Bearing Block of the Small Gear on Ball Mill,54,"[""abstract_50_79""]"
W1972528777,base,27,2013,Simulation-a new educational paradigm?,64,"[""abstract_50_79""]"
W2313749914,base,29,2015,A Study on Contents of Vitamin D in Agricultural Products and Foods,315,"[""many_non_ascii_letters""]"
W3032022543,base,23,2020,INFLUENCE OF FACTORS OF EXTERNAL AND INTERNAL ENVIRONMENT ON FORMATION OF IMAGE OF MANAGERS (ON THE EXAMPLE OF «NAFTOGAZ» OF UKRAINE),274,"[""many_non_ascii_letters""]"
W4200318176,base,18,2021,TechRxiv: Share Your Preprint Research with the World!,74,"[""abstract_50_79""]"
W2335305704,base,13,2002,Microbial Food Contamination,53,"[""abstract_50_79""]"
W2350890934,base,32,2003,The Outlook on Life of Serving the people,71,"[""abstract_50_79""]"
W2371061056,base,20,2003,Analysis of the Dividend Policy and the Financial Risk,74,"[""abstract_50_79""]"
W2147818625,base,22,2009,Analysis of maximum received power by arbitrary lossless arrays,67,"[""abstract_50_79""]"
W2362911508,base,17,2006,A Research on Countermeasures Improving Editorial Quality of Journals(Natural Science Edition) in Colleges and Universities,75,"[""abstract_50_79""]"
W2354894485,base,22,2011,The Control Technology of IGBT Half-bridge Resonant Inverter,78,"[""abstract_50_79""]"
W2894743919,base,33,2018,Rewritten Bible in the “Museum” Slavonic Translation of the Song of Songs,52,"[""abstract_50_79""]"
W1976112607,base,22,2012,Full area laser doped boron emitter silicon solar cells,76,"[""abstract_50_79""]"
W60511020,base,27,2010,Surgical Anatomy of Styloid Diaphragm for Carotid Endarterectomy in Patients with High Cervical Carotid Artery Stenosis,65,"[""abstract_50_79""]"
W4206079007,base,17,2005,BioImage Suite: An integrated medical image analysis suite,77,"[""abstract_50_79""]"
W2922489550,base,31,2019,Metamaterials: Hierarchical Metamaterials for Multispectral Camouflage of Infrared and Microwaves (Adv. Funct. Mater. 10/2019),65,"[""abstract_50_79""]"
W2283755564,base,20,2010,"Fighting HIV, one grandmother at a time.",67,"[""abstract_50_79""]"
W4246040827,base,27,2011,Babraham Bioscience Boot Camp inspires a new generation of scientists,71,"[""abstract_50_79""]"
W4308841406,base,33,2022,THE SCIENCE OF SOCIOLINGUISTICS AND ITS RESEARCH SOURCE,50,"[""abstract_50_79""]"
W1510033791,base,33,2006,The Widening Gulf,51,"[""abstract_50_79""]"
W2090398195,base,25,2012,Growth and characterization of pure and Yb-doped Ca9Y(VO4)7 single crystals,66,"[""abstract_50_79""]"
W2511526302,base,26,2016,On reducibility of 𝑝-adic principal series representations of 𝑝-adic groups,50,"[""abstract_50_79""]"
W2899896082,base,16,2012,N-(4-Methylbenzoyl)-2-nitrobenzenesulfonamide,71,"[""abstract_50_79""]"
W2539905199,base,22,2005,Seasonal variations in path loss in the 3.7 GHz band,64,"[""abstract_50_79""]"
W3033754185,base,27,2008,Doctor’s (patient’s) guide to estimating transplant grafts,50,"[""abstract_50_79""]"
W1992445845,base,16,2010,Catalytic Asymmetric Nitro-Mannich Reactions with a Yb/K Heterobimetallic Catalyst,62,"[""abstract_50_79""]"
W2357602555,base,33,2009,Factors Impeding National Online Training of University Teachers and Countermeasures,67,"[""abstract_50_79""]"
W4384156098,base,16,2023,Transition‐Metal‐Free Chichibabin‐Type Coupling of Halo‐azaarenes with Grignard reagents,50,"[""abstract_50_79""]"
W2362020918,base,13,2008,Advances in study on and use of limonoids,69,"[""abstract_50_79""]"
W2484860462,base,17,2016,A Realization of Index Generation Functions Using Multiple IGUs,57,"[""abstract_50_79""]"
W2604222065,base,17,2015,Revenge porn : a humiliating form of cyberbullying,51,"[""abstract_50_79""]"
W3016616086,base,17,2020,Traditional Learning Technologies and Ensuring the Quality of Economic Education in the Era of Digital Transformation,78,"[""abstract_50_79""]"
W2355328501,base,12,2013,The study of vagueness in diplomatic language from the perspective of dynamic-adaptation,75,"[""abstract_50_79""]"
W4388567047,base,25,2023,Analysis of the Factors Retarding the Grain Boundary Motion in Zinc,79,"[""abstract_50_79""]"
W2354416828,base,33,2010,With regard to the image of the evolution of western image of Ming and Qing Chinese understanding,65,"[""abstract_50_79""]"
W4401487001,base,17,2024,Simulating Single Qubit Random,59,"[""abstract_50_79""]"
W2381386365,base,22,2013,Cause analysis and countermeasures of common defection in pneumatic ash removal system,62,"[""abstract_50_79""]"
W2048337032,base,17,2001,A Physical Interpretation of Wavelet Analysis of Potential Fields,78,"[""abstract_50_79""]"
W7146213600,base,30,2017,司書教諭の活動時間の確保と学校司書の配置が学校図書館利活用に与える効果,338,"[""many_non_ascii_letters""]"
W2012957615,base,26,2013,Nilpotent class field theory for manifolds,65,"[""abstract_50_79""]"
W3010834190,base,33,2020,"What’s the Point of Clinical Pastoral Education and Pastoral Counselling Education? Political, Developmental, and Professional Considerations",76,"[""abstract_50_79""]"
W2035836552,base,13,2007,Chemoenzymatic Synthesis of (S)-Hexafluoroleucine and (S)-Tetrafluoroleucine,63,"[""abstract_50_79""]"
W2915572715,base,33,2019,Honour Killing in India,74,"[""abstract_50_79""]"
W2362998018,base,17,2006,On the Value Orientation of Higher-vocational-college Journals,63,"[""abstract_50_79""]"
W2096410590,base,33,2008,"The State of Information and Communication Technology (ICT) in Nigerian University Libraries: The Experience of Ibrahim Babangida Library, Federal University of Technology, Yola",51,"[""abstract_50_79""]"
W2576389529,base,17,2015,XML Interfaces to the Internet of Things,70,"[""abstract_50_79""]"
W4385579291,base,32,2023,What are the challenges midwives face working with refugee women and how can they be addressed?,74,"[""abstract_50_79""]"
W2977645010,base,13,2019,"A rapid survey of ground-dwelling ants (Hymenoptera: Formicidae) in an urban park from state of São Paulo, Brazil",62,"[""abstract_50_79""]"
W4324031449,base,22,2023,A Compact Power Divider/Combiner Using A Defected Microstrip Structure,79,"[""abstract_50_79""]"
W4404200956,base,32,2024,"AJLD EMINENT RESEARCHER AWARD WINNER 2023: Emeritus Professor Kevin Wheldall AM Swansong: Five decades of research on language, behaviour and reading difficulties",55,"[""abstract_50_79""]"
W2135001604,base,31,2008,Optical bistability in one-dimensional magnetic photonic crystal with two defect layers,50,"[""abstract_50_79""]"
W1502126392,base,22,2004,New type of positive medial dispersion fiber (P-MDF/sup 150/) with dispersion as 10 ps/nm/km and Aeff about 150 μm/sup 2/,56,"[""abstract_50_79""]"
W2362020678,base,14,2010,The Strategy Research of Guangdong Modern Information Service Industry,74,"[""abstract_50_79""]"
W4238776097,base,24,2002,Intracranial hypertension in neuroborreliosis,78,"[""abstract_50_79""]"
W2291814284,base,22,2015,EXPERIMENTAL INVESTIGATION OF THE WAKE OF A SUBMARINE MODEL BY FIVE-HOLE PROBE IN A WIND TUNNEL,70,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W4401437322,base,27,2024,Pyroglutamic acidosis in the setting of Staphylococcus aureus bacteremia treated with flucloxacillin—An uncommon cause of high anion gap metabolic acidosis,52,"[""abstract_50_79""]"
W2396625659,base,36,2012,"Hide and Seek, the Search for a Missing Swab: A Critical Analysis",73,"[""abstract_50_79""]"
W4385359047,base,31,2023,Towards Study of Two-Particle PT Correlations in Hadronic Interactions at NICA,75,"[""abstract_50_79""]"
W2045765445,base,31,2003,Origin of the efficient light emission from inversion domain boundaries in GaN,66,"[""abstract_50_79""]"
W2392771201,base,22,2009,Application of Shielded Cable in Electromagnetic Interference Suppression for Automotive Crank Signals,59,"[""abstract_50_79""]"
W350449568,base,33,2004,Measuring the Performance of Students with Disabilities and English Language Learners in the National Assessment of Educational Progress.,79,"[""abstract_50_79""]"
W2138008564,base,26,2009,Finite orbits of Hurwitz actions on braid systems,66,"[""abstract_50_79""]"
W3037987571,base,22,2020,BER Analysis of Aperture Averaged Exponentiated Weibull Distribution,74,"[""abstract_50_79""]"
W2058578554,base,27,2002,Applying the Results of Quantitative Systematic Reviews to Clinical Practice,2784,"[""abstract_over_2000_words""]"
W2169497242,base,33,2009,Dances with Spectres: Theorising the Cybergothic,54,"[""abstract_50_79""]"
W2011548555,base,27,2004,"Structure of New Carotenoids with the 6-Oxo-κ End Group from the Fruits of Paprika,Capsicumannuum",60,"[""abstract_50_79""]"
W4392833318,base,20,2024,PROF MUHAMMAD NISAR KHAN (1930-2023),77,"[""abstract_50_79""]"
W2884605831,base,22,2018,3D Image Sensors: A Bezel‐Less Tetrahedral Image Sensor Formed by Solvent‐Assisted Plasticization and Transformation of an Acrylonitrile Butadiene Styrene Framework (Adv. Mater. 30/2018),63,"[""abstract_50_79""]"
W2036550917,base,16,2006,Free Energy of a Wormlike Polymer Chain Confined in a Slit: Crossover between Two Scaling Regimes,71,"[""abstract_50_79""]"
W4395006129,base,22,2024,RESEARCH AND LABORATORY METHODS FOR DETERMINING COARSE SOILS AT THE EXPERIMENTAL SITE DURING THE CONSTRUCTION OF AN EARTH DAM,90,"[""many_non_ascii_letters""]"
W2674733361,base,17,2013,"1P1-Q06 Simple Cap Installation Machine for Tying Task of Traditional Craft ""Shibori""(Robots for Works (2))",58,"[""abstract_50_79""]"
W1578711211,base,33,2008,İHRACATÇI İŞLETMELERİN REKABET GÜÇLERİNİN BİLEŞENLERİ VE BU BİLEŞENLERİN TEMEL YETENEK TABANLI STRATEJİ BİLEŞENLERİYLE ÖRTÜŞMESİNE YÖNELİK BİR ARAŞTIRMA,70,"[""abstract_50_79""]"
W2554676111,base,27,2012,ПРОБЛЕМИ ОПИСУВАННЯ ТА ВИКОРИСТАННЯ СТАТИСТИЧНИХ МЕТОДІВ У НАУКОВИХ РОБОТАХ І СТАТТЯХ,64,"[""abstract_50_79"", ""many_non_ascii_letters""]"
